ppm,intensity,intensity_shifted
523.514,0.193245,1100.38649
523.499,0.17699,1100.35398
523.485,0.159964,1100.319928
523.47,0.142222,1100.284444
523.456,0.123816,1100.247632
523.441,0.104797,1100.209594
523.427,0.085216,1100.170432
523.413,0.0651187,1100.130237
523.398,0.044552,1100.089104
523.384,0.0235582,1100.047116
523.369,0.00217773,1100.004355
523.355,-0.0195512,1099.960898
523.34,-0.0415941,1099.916812
523.326,-0.0639176,1099.872165
523.311,-0.086493,1099.827014
523.297,-0.109292,1099.781416
523.283,-0.132292,1099.735416
523.268,-0.155471,1099.689058
523.254,-0.178809,1099.642382
523.239,-0.20229,1099.59542
523.225,-0.2259,1099.5482
523.21,-0.249625,1099.50075
523.196,-0.273456,1099.453088
523.181,-0.297383,1099.405234
523.167,-0.321398,1099.357204
523.153,-0.345495,1099.30901
523.138,-0.369669,1099.260662
523.124,-0.393914,1099.212172
523.109,-0.418226,1099.163548
523.095,-0.442599,1099.114802
523.08,-0.46703,1099.06594
523.066,-0.491512,1099.016976
523.051,-0.516038,1098.967924
523.037,-0.540604,1098.918792
523.023,-0.565198,1098.869604
523.008,-0.589812,1098.820376
522.994,-0.614432,1098.771136
522.979,-0.639046,1098.721908
522.965,-0.663637,1098.672726
522.95,-0.688187,1098.623626
522.936,-0.712675,1098.57465
522.921,-0.737076,1098.525848
522.907,-0.761365,1098.47727
522.893,-0.785513,1098.428974
522.878,-0.809486,1098.381028
522.864,-0.833253,1098.333494
522.849,-0.856773,1098.286454
522.835,-0.880007,1098.239986
522.82,-0.902911,1098.194178
522.806,-0.925439,1098.149122
522.791,-0.947546,1098.104908
522.777,-0.969177,1098.061646
522.763,-0.990283,1098.019434
522.748,-1.01081,1097.97838
522.734,-1.03069,1097.93862
522.719,-1.04989,1097.90022
522.705,-1.06833,1097.86334
522.69,-1.08596,1097.82808
522.676,-1.10271,1097.79458
522.661,-1.11853,1097.76294
522.647,-1.13337,1097.73326
522.633,-1.14715,1097.7057
522.618,-1.15982,1097.68036
522.604,-1.17133,1097.65734
522.589,-1.18162,1097.63676
522.575,-1.19064,1097.61872
522.56,-1.19833,1097.60334
522.546,-1.20465,1097.5907
522.531,-1.20956,1097.58088
522.517,-1.21302,1097.57396
522.503,-1.21498,1097.57004
522.488,-1.21542,1097.56916
522.474,-1.21431,1097.57138
522.459,-1.21162,1097.57676
522.445,-1.20734,1097.58532
522.43,-1.20145,1097.5971
522.416,-1.19396,1097.61208
522.401,-1.18484,1097.63032
522.387,-1.17412,1097.65176
522.373,-1.1618,1097.6764
522.358,-1.14789,1097.70422
522.344,-1.13242,1097.73516
522.329,-1.11541,1097.76918
522.315,-1.0969,1097.8062
522.3,-1.07693,1097.84614
522.286,-1.05553,1097.88894
522.272,-1.03277,1097.93446
522.257,-1.0087,1097.9826
522.243,-0.98338,1098.03324
522.228,-0.956869,1098.086262
522.214,-0.929242,1098.141516
522.199,-0.900573,1098.198854
522.185,-0.870938,1098.258124
522.17,-0.840421,1098.319158
522.156,-0.809105,1098.38179
522.142,-0.777076,1098.445848
522.127,-0.744425,1098.51115
522.113,-0.711241,1098.577518
522.098,-0.677617,1098.644766
