ppm,intensity,intensity_shifted
529.201,1.90421,601.90421
529.186,1.88083,601.88083
529.172,1.85643,601.85643
529.157,1.83106,601.83106
529.143,1.80479,601.80479
529.129,1.7777,601.7777
529.114,1.74986,601.74986
529.1,1.72139,601.72139
529.085,1.69238,601.69238
529.071,1.66294,601.66294
529.056,1.6332,601.6332
529.042,1.60327,601.60327
529.027,1.57329,601.57329
529.013,1.5434,601.5434
528.999,1.51373,601.51373
528.984,1.48442,601.48442
528.97,1.45563,601.45563
528.955,1.4275,601.4275
528.941,1.40018,601.40018
528.926,1.37382,601.37382
528.912,1.34855,601.34855
528.897,1.32452,601.32452
528.883,1.30188,601.30188
528.869,1.28076,601.28076
528.854,1.26127,601.26127
528.84,1.24357,601.24357
528.825,1.22774,601.22774
528.811,1.2139,601.2139
528.796,1.20216,601.20216
528.782,1.19259,601.19259
528.767,1.18527,601.18527
528.753,1.18028,601.18028
528.739,1.17766,601.17766
528.724,1.17746,601.17746
528.71,1.1797,601.1797
528.695,1.1844,601.1844
528.681,1.19155,601.19155
528.666,1.20116,601.20116
528.652,1.21318,601.21318
528.637,1.22758,601.22758
528.623,1.24431,601.24431
528.609,1.26328,601.26328
528.594,1.28441,601.28441
528.58,1.30762,601.30762
528.565,1.33278,601.33278
528.551,1.35977,601.35977
528.536,1.38845,601.38845
528.522,1.41868,601.41868
528.507,1.45029,601.45029
528.493,1.48311,601.48311
528.479,1.51696,601.51696
528.464,1.55166,601.55166
528.45,1.58701,601.58701
528.435,1.62279,601.62279
528.421,1.65881,601.65881
528.406,1.69485,601.69485
528.392,1.73069,601.73069
528.377,1.76612,601.76612
528.363,1.8009,601.8009
528.349,1.83483,601.83483
528.334,1.86768,601.86768
528.32,1.89924,601.89924
528.305,1.92929,601.92929
528.291,1.95762,601.95762
528.276,1.98405,601.98405
528.262,2.00836,602.00836
528.247,2.03038,602.03038
528.233,2.04993,602.04993
528.219,2.06684,602.06684
528.204,2.08097,602.08097
528.19,2.09217,602.09217
528.175,2.10031,602.10031
528.161,2.10527,602.10527
528.146,2.10698,602.10698
528.132,2.10533,602.10533
528.117,2.10026,602.10026
528.103,2.09172,602.09172
528.089,2.07968,602.07968
528.074,2.06412,602.06412
528.06,2.04505,602.04505
528.045,2.02247,602.02247
528.031,1.99643,601.99643
528.016,1.96698,601.96698
528.002,1.93419,601.93419
527.987,1.89815,601.89815
527.973,1.85896,601.85896
527.959,1.81674,601.81674
527.944,1.77163,601.77163
527.93,1.72377,601.72377
527.915,1.67333,601.67333
527.901,1.62048,601.62048
527.886,1.56542,601.56542
527.872,1.50834,601.50834
527.857,1.44945,601.44945
527.843,1.38899,601.38899
527.829,1.32716,601.32716
527.814,1.26421,601.26421
527.8,1.20038,601.20038
527.785,1.13592,601.13592
527.771,1.07107,601.07107
527.756,1.00608,601.00608
527.742,0.941206,600.941206
527.728,0.876698,600.876698
527.713,0.812806,600.812806
527.699,0.749778,600.749778
527.684,0.687853,600.687853
527.67,0.627267,600.627267
527.655,0.568253,600.568253
527.641,0.511031,600.511031
527.626,0.455817,600.455817
527.612,0.402812,600.402812
527.598,0.352211,600.352211
527.583,0.304194,600.304194
527.569,0.258931,600.258931
527.554,0.216575,600.216575
527.54,0.17727,600.17727
527.525,0.141142,600.141142
527.511,0.108305,600.108305
527.496,0.0788484,600.0788484
527.482,0.0528609,600.0528609
527.468,0.0304,600.0304
527.453,0.0115172,600.0115172
527.439,-0.00375781,599.9962422
527.424,-0.0154109,599.9845891
527.41,-0.0234422,599.9765578
527.395,-0.0278703,599.9721297
527.381,-0.0287328,599.9712672
527.366,-0.0260734,599.9739266
527.352,-0.0199609,599.9800391
527.338,-0.0104719,599.9895281
527.323,0.00229844,600.0022984
527.309,0.0182422,600.0182422
527.294,0.0372406,600.0372406
527.28,0.0591594,600.0591594
527.265,0.0838562,600.0838562
527.251,0.111177,600.111177
527.236,0.140958,600.140958
527.222,0.173028,600.173028
527.208,0.207203,600.207203
527.193,0.243302,600.243302
527.179,0.281131,600.281131
527.164,0.320492,600.320492
527.15,0.361187,600.361187
527.135,0.403009,600.403009
527.121,0.445758,600.445758
527.106,0.489228,600.489228
527.092,0.533216,600.533216
527.078,0.577514,600.577514
527.063,0.621925,600.621925
527.049,0.666255,600.666255
527.034,0.710306,600.710306
527.02,0.753895,600.753895
527.005,0.796838,600.796838
526.991,0.838962,600.838962
526.976,0.880098,600.880098
526.962,0.920091,600.920091
526.948,0.958784,600.958784
526.933,0.996042,600.996042
526.919,1.03173,601.03173
526.904,1.06572,601.06572
526.89,1.09792,601.09792
526.875,1.12821,601.12821
526.861,1.15651,601.15651
526.846,1.18274,601.18274
526.832,1.20683,601.20683
526.818,1.22873,601.22873
526.803,1.24839,601.24839
526.789,1.26578,601.26578
526.774,1.28087,601.28087
526.76,1.29366,601.29366
526.745,1.30414,601.30414
526.731,1.31232,601.31232
526.716,1.31822,601.31822
526.702,1.32186,601.32186
526.688,1.32328,601.32328
526.673,1.32253,601.32253
526.659,1.31967,601.31967
526.644,1.31474,601.31474
526.63,1.30782,601.30782
526.615,1.29897,601.29897
526.601,1.28829,601.28829
526.586,1.27585,601.27585
526.572,1.26174,601.26174
526.558,1.24605,601.24605
526.543,1.22887,601.22887
526.529,1.21032,601.21032
526.514,1.19048,601.19048
526.5,1.16945,601.16945
526.485,1.14734,601.14734
526.471,1.12425,601.12425
526.456,1.10028,601.10028
526.442,1.07553,601.07553
526.428,1.05011,601.05011
526.413,1.02411,601.02411
526.399,0.997617,600.997617
526.384,0.970737,600.970737
526.37,0.943558,600.943558
526.355,0.916164,600.916164
526.341,0.888642,600.888642
526.326,0.861067,600.861067
526.312,0.83352,600.83352
526.298,0.806073,600.806073
526.283,0.778794,600.778794
526.269,0.751742,600.751742
526.254,0.724978,600.724978
526.24,0.698556,600.698556
526.225,0.672528,600.672528
526.211,0.646937,600.646937
526.196,0.621828,600.621828
526.182,0.597233,600.597233
526.168,0.573184,600.573184
526.153,0.549712,600.549712
526.139,0.526844,600.526844
526.124,0.504595,600.504595
526.11,0.482986,600.482986
526.095,0.462028,600.462028
526.081,0.441734,600.441734
526.067,0.422108,600.422108
526.052,0.403156,600.403156
526.038,0.384878,600.384878
526.023,0.367275,600.367275
526.009,0.350344,600.350344
525.994,0.334077,600.334077
525.98,0.318467,600.318467
525.965,0.303511,600.303511
525.951,0.289195,600.289195
525.937,0.275506,600.275506
525.922,0.262433,600.262433
525.908,0.249961,600.249961
525.893,0.238077,600.238077
525.879,0.226766,600.226766
525.864,0.216008,600.216008
525.85,0.205789,600.205789
525.835,0.196092,600.196092
525.821,0.186897,600.186897
525.807,0.178186,600.178186
525.792,0.169942,600.169942
525.778,0.162142,600.162142
525.763,0.154769,600.154769
525.749,0.147798,600.147798
525.734,0.141214,600.141214
525.72,0.134989,600.134989
525.705,0.129103,600.129103
525.691,0.123533,600.123533
525.677,0.118253,600.118253
525.662,0.113239,600.113239
525.648,0.108464,600.108464
525.633,0.103898,600.103898
525.619,0.0995172,600.0995172
525.604,0.0952922,600.0952922
525.59,0.0911875,600.0911875
525.575,0.0871734,600.0871734
525.561,0.0832141,600.0832141
525.547,0.0792766,600.0792766
525.532,0.0753234,600.0753234
525.518,0.0713156,600.0713156
525.503,0.0672156,600.0672156
525.489,0.0629797,600.0629797
525.474,0.0585687,600.0585687
525.46,0.0539344,600.0539344
525.445,0.0490344,600.0490344
525.431,0.0438234,600.0438234
525.417,0.0382547,600.0382547
525.402,0.0322766,600.0322766
525.388,0.0258469,600.0258469
525.373,0.0189094,600.0189094
525.359,0.0114187,600.0114187
525.344,0.00332344,600.0033234
525.33,-0.005425,599.994575
525.315,-0.014875,599.985125
525.301,-0.025075,599.974925
525.287,-0.0360734,599.9639266
525.272,-0.0479172,599.9520828
525.258,-0.0606469,599.9393531
525.243,-0.0743078,599.9256922
525.229,-0.0889391,599.9110609
525.214,-0.104578,599.895422
525.2,-0.121262,599.878738
525.185,-0.13902,599.86098
525.171,-0.157878,599.842122
525.157,-0.177866,599.822134
525.142,-0.198998,599.801002
525.128,-0.221292,599.778708
525.113,-0.244758,599.755242
525.099,-0.269402,599.730598
525.084,-0.295222,599.704778
525.07,-0.322212,599.677788
525.055,-0.350362,599.649638
525.041,-0.379656,599.620344
525.027,-0.410069,599.589931
525.012,-0.441569,599.558431
524.998,-0.474125,599.525875
524.983,-0.507691,599.492309
524.969,-0.542217,599.457783
524.954,-0.57765,599.42235
524.94,-0.613928,599.386072
524.925,-0.650986,599.349014
524.911,-0.688745,599.311255
524.897,-0.727127,599.272873
524.882,-0.766047,599.233953
524.868,-0.805414,599.194586
524.853,-0.845128,599.154872
524.839,-0.885094,599.114906
524.824,-0.925202,599.074798
524.81,-0.965342,599.034658
524.795,-1.0054,598.9946
524.781,-1.04526,598.95474
524.767,-1.08481,598.91519
524.752,-1.12392,598.87608
524.738,-1.16246,598.83754
524.723,-1.20031,598.79969
524.709,-1.23735,598.76265
524.694,-1.27346,598.72654
524.68,-1.30849,598.69151
524.665,-1.34234,598.65766
524.651,-1.37488,598.62512
524.637,-1.40598,598.59402
524.622,-1.43554,598.56446
524.608,-1.46344,598.53656
524.593,-1.48956,598.51044
524.579,-1.51381,598.48619
524.564,-1.53609,598.46391
524.55,-1.55629,598.44371
524.535,-1.57434,598.42566
524.521,-1.59014,598.40986
524.507,-1.60364,598.39636
524.492,-1.61476,598.38524
524.478,-1.62344,598.37656
524.463,-1.62963,598.37037
524.449,-1.63329,598.36671
524.434,-1.63439,598.36561
524.42,-1.6329,598.3671
524.406,-1.62881,598.37119
524.391,-1.62211,598.37789
524.377,-1.6128,598.3872
524.362,-1.60089,598.39911
524.348,-1.58642,598.41358
524.333,-1.56939,598.43061
524.319,-1.54987,598.45013
524.304,-1.52788,598.47212
524.29,-1.50349,598.49651
524.276,-1.47676,598.52324
524.261,-1.44776,598.55224
524.247,-1.41657,598.58343
524.232,-1.38327,598.61673
524.218,-1.34796,598.65204
524.203,-1.31073,598.68927
524.189,-1.27167,598.72833
524.174,-1.23091,598.76909
524.16,-1.18855,598.81145
524.146,-1.1447,598.8553
524.131,-1.09948,598.90052
524.117,-1.053,598.947
524.102,-1.00539,598.99461
524.088,-0.956769,599.043231
524.073,-0.907252,599.092748
524.059,-0.856961,599.143039
524.044,-0.806014,599.193986
524.03,-0.754528,599.245472
524.016,-0.702614,599.297386
524.001,-0.650383,599.349617
523.987,-0.597941,599.402059
523.972,-0.545391,599.454609
523.958,-0.492827,599.507173
523.943,-0.440341,599.559659
523.929,-0.38802,599.61198
523.914,-0.335941,599.664059
523.9,-0.284177,599.715823
523.886,-0.232792,599.767208
523.871,-0.181847,599.818153
523.857,-0.131384,599.868616
523.842,-0.0814547,599.9185453
523.828,-0.0320891,599.9679109
523.813,0.0166891,600.0166891
523.799,0.0648562,600.0648562
523.784,0.112402,600.112402
523.77,0.159327,600.159327
523.756,0.205631,600.205631
523.741,0.251328,600.251328
523.727,0.296439,600.296439
523.712,0.340989,600.340989
523.698,0.385006,600.385006
523.683,0.428534,600.428534
523.669,0.471614,600.471614
523.654,0.514295,600.514295
523.64,0.556631,600.556631
523.626,0.59868,600.59868
523.611,0.640502,600.640502
523.597,0.682159,600.682159
523.582,0.723717,600.723717
523.568,0.765244,600.765244
523.553,0.806806,600.806806
523.539,0.848475,600.848475
523.524,0.890312,600.890312
523.51,0.932389,600.932389
523.496,0.974767,600.974767
523.481,1.01751,601.01751
523.467,1.06067,601.06067
523.452,1.10431,601.10431
523.438,1.14847,601.14847
523.423,1.1932,601.1932
523.409,1.23854,601.23854
523.394,1.28452,601.28452
523.38,1.33117,601.33117
523.366,1.3785,601.3785
523.351,1.42654,601.42654
523.337,1.47527,601.47527
523.322,1.52471,601.52471
523.308,1.57484,601.57484
523.293,1.62564,601.62564
523.279,1.67707,601.67707
523.264,1.72911,601.72911
523.25,1.78171,601.78171
523.236,1.83481,601.83481
523.221,1.88835,601.88835
523.207,1.94226,601.94226
523.192,1.99647,601.99647
523.178,2.05088,602.05088
523.163,2.10541,602.10541
523.149,2.15996,602.15996
523.134,2.21441,602.21441
523.12,2.26867,602.26867
523.106,2.32261,602.32261
523.091,2.37611,602.37611
523.077,2.42905,602.42905
523.062,2.48129,602.48129
523.048,2.53271,602.53271
523.033,2.58318,602.58318
523.019,2.63255,602.63255
